"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Gender","Age","Qualification","Value","Value_type","Denominator","Numerator","Upper 95% C.I.","Lower 95% C.I."
"% in employment","Unknown","ONS 5+1","2018","Year","England, Scotland & Wales","Male","16-64","Other qualifications","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2018","Year","England, Scotland & Wales","Male","16-64","Other qualifications","83.9","%","1511514","1267844","84.8","82.9"
"% in employment","White","ONS 5+1","2018","Year","England, Scotland & Wales","Male","16-64","No qualifications","55.6","%","1292094","717857","56.9","54.3"
"% in employment","Mixed","ONS 5+1","2018","Year","England, Scotland & Wales","Male","16-64","No qualifications","?","%","?","?","?","?"
"% in employment","Asian or Asian British","ONS 5+1","2018","Year","England, Scotland & Wales","Male","16-64","No qualifications","65.2","%","161876","105467","71.2","59.1"
"% in employment","Black or Black British","ONS 5+1","2018","Year","England, Scotland & Wales","Male","16-64","No qualifications","63.9","%","54767","35013","75.1","52.7"
"% in employment","Other","ONS 5+1","2018","Year","England, Scotland & Wales","Male","16-64","No qualifications","57.5","%","55701","32010","68.4","46.5"
"% in employment","Other than White","ONS 5+1","2018","Year","England, Scotland & Wales","Male","16-64","No qualifications","61.8","%","289019","178678","66.5","57.1"
"% in employment","Unknown","ONS 5+1","2018","Year","England, Scotland & Wales","Male","16-64","No qualifications","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2018","Year","England, Scotland & Wales","Male","16-64","No qualifications","56.7","%","1584118","898257","57.9","55.5"
"% in employment","White","ONS 5+1","2018","Year","England, Scotland & Wales","Male","16-64","Unknown","58.7","%","49869","29295","65.8","51.6"
"% in employment","Mixed","ONS 5+1","2018","Year","England, Scotland & Wales","Male","16-64","Unknown","?","%","?","?","?","?"
"% in employment","Asian or Asian British","ONS 5+1","2018","Year","England, Scotland & Wales","Male","16-64","Unknown","?","%","?","?","?","?"
"% in employment","Black or Black British","ONS 5+1","2018","Year","England, Scotland & Wales","Male","16-64","Unknown","?","%","?","?","?","?"
"% in employment","Other","ONS 5+1","2018","Year","England, Scotland & Wales","Male","16-64","Unknown","?","%","?","?","?","?"
"% in employment","Other than White","ONS 5+1","2018","Year","England, Scotland & Wales","Male","16-64","Unknown","?","%","?","?","?","?"
"% in employment","Unknown","ONS 5+1","2018","Year","England, Scotland & Wales","Male","16-64","Unknown","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2018","Year","England, Scotland & Wales","Male","16-64","Unknown","63.2","%","60710","38355","69.6","56.8"
"% in employment","White","ONS 5+1","2018","Year","England, Scotland & Wales","Male","16-64","All","83.4","%","16083277","13415692","83.7","83.1"
"% in employment","Mixed","ONS 5+1","2018","Year","England, Scotland & Wales","Male","16-64","All","77","%","224292","172726","82.1","71.9"
"% in employment","Asian or Asian British","ONS 5+1","2018","Year","England, Scotland & Wales","Male","16-64","All","84.3","%","1311754","1105905","86","82.6"
"% in employment","Black or Black British","ONS 5+1","2018","Year","England, Scotland & Wales","Male","16-64","All","78.7","%","555402","437078","81.8","75.6"
"% in employment","Other","ONS 5+1","2018","Year","England, Scotland & Wales","Male","16-64","All","79","%","432767","342088","82.5","75.6"
"% in employment","Other than White","ONS 5+1","2018","Year","England, Scotland & Wales","Male","16-64","All","81.5","%","2524215","2057797","82.9","80.2"
"% in employment","Unknown","ONS 5+1","2018","Year","England, Scotland & Wales","Male","16-64","All","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2018","Year","England, Scotland & Wales","Male","16-64","All","83.2","%","18622051","15485523","83.4","82.9"
"% in employment","White","ONS 5+1","2018","Year","England, Scotland & Wales","Female","16-64","NQF Level 4 and above","84.6","%","6752860","5711964","85","84.2"
"% in employment","Mixed","ONS 5+1","2018","Year","England, Scotland & Wales","Female","16-64","NQF Level 4 and above","83.5","%","108798","90793","89.6","77.3"
"% in employment","Asian or Asian British","ONS 5+1","2018","Year","England, Scotland & Wales","Female","16-64","NQF Level 4 and above","74.8","%","601232","449428","77.7","71.8"
"% in employment","Black or Black British","ONS 5+1","2018","Year","England, Scotland & Wales","Female","16-64","NQF Level 4 and above","80.7","%","297507","240017","84.7","76.7"
"% in employment","Other","ONS 5+1","2018","Year","England, Scotland & Wales","Female","16-64","NQF Level 4 and above","71.5","%","235029","167998","76.5","66.4"
"% in employment","Other than White","ONS 5+1","2018","Year","England, Scotland & Wales","Female","16-64","NQF Level 4 and above","76.3","%","1242566","948236","78.3","74.3"
"% in employment","Unknown","ONS 5+1","2018","Year","England, Scotland & Wales","Female","16-64","NQF Level 4 and above","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2018","Year","England, Scotland & Wales","Female","16-64","NQF Level 4 and above","83.3","%","8003130","6666543","83.7","82.9"
"% in employment","White","ONS 5+1","2018","Year","England, Scotland & Wales","Female","16-64","NQF Level 3","79.2","%","2673457","2117089","79.9","78.4"
"% in employment","Mixed","ONS 5+1","2018","Year","England, Scotland & Wales","Female","16-64","NQF Level 3","65.2","%","34831","22697.5","79","51.3"
"% in employment","Asian or Asian British","ONS 5+1","2018","Year","England, Scotland & Wales","Female","16-64","NQF Level 3","60.5","%","134942","81635","67.4","53.6"
"% in employment","Black or Black British","ONS 5+1","2018","Year","England, Scotland & Wales","Female","16-64","NQF Level 3","71.3","%","81810.5","58330","80.1","62.5"
"% in employment","Other","ONS 5+1","2018","Year","England, Scotland & Wales","Female","16-64","NQF Level 3","49.9","%","35885","17923","64.2","35.7"
"% in employment","Other than White","ONS 5+1","2018","Year","England, Scotland & Wales","Female","16-64","NQF Level 3","62.8","%","287468.5","180585.5","67.6","58"
"% in employment","Unknown","ONS 5+1","2018","Year","England, Scotland & Wales","Female","16-64","NQF Level 3","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2018","Year","England, Scotland & Wales","Female","16-64","NQF Level 3","77.6","%","2962035.5","2298529.5","78.3","76.9"
"% in employment","White","ONS 5+1","2018","Year","England, Scotland & Wales","Female","16-64","NQF Level 2","70.9","%","2851271","2020880","71.7","70.1"
"% in employment","Mixed","ONS 5+1","2018","Year","England, Scotland & Wales","Female","16-64","NQF Level 2","52.3","%","42053","21998.5","65","39.6"
"% in employment","Asian or Asian British","ONS 5+1","2018","Year","England, Scotland & Wales","Female","16-64","NQF Level 2","49.2","%","132653","65236","56.2","42.2"
"% in employment","Black or Black British","ONS 5+1","2018","Year","England, Scotland & Wales","Female","16-64","NQF Level 2","57.9","%","83587.5","48406","67.1","48.8"
"% in employment","Other","ONS 5+1","2018","Year","England, Scotland & Wales","Female","16-64","NQF Level 2","59.2","%","33533","19867","73.9","44.6"
"% in employment","Other than White","ONS 5+1","2018","Year","England, Scotland & Wales","Female","16-64","NQF Level 2","53.3","%","291826.5","155507.5","58.1","48.5"
"% in employment","Unknown","ONS 5+1","2018","Year","England, Scotland & Wales","Female","16-64","NQF Level 2","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2018","Year","England, Scotland & Wales","Female","16-64","NQF Level 2","69.2","%","3144436.5","2177429.5","70","68.5"
"% in employment","White","ONS 5+1","2018","Year","England, Scotland & Wales","Female","16-64","NQF Below Level 2","64.7","%","1751612","1133797","65.8","63.7"
"% in employment","Mixed","ONS 5+1","2018","Year","England, Scotland & Wales","Female","16-64","NQF Below Level 2","?","%","?","?","?","?"
"% in employment","Asian or Asian British","ONS 5+1","2018","Year","England, Scotland & Wales","Female","16-64","NQF Below Level 2","40.8","%","101025","41261","48.7","32.9"
"% in employment","Black or Black British","ONS 5+1","2018","Year","England, Scotland & Wales","Female","16-64","NQF Below Level 2","53.9","%","53150","28628","65.7","42"
"% in employment","Other","ONS 5+1","2018","Year","England, Scotland & Wales","Female","16-64","NQF Below Level 2","?","%","?","?","?","?"
"% in employment","Other than White","ONS 5+1","2018","Year","England, Scotland & Wales","Female","16-64","NQF Below Level 2","47.2","%","203531","96126","53","41.4"
"% in employment","Unknown","ONS 5+1","2018","Year","England, Scotland & Wales","Female","16-64","NQF Below Level 2","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2018","Year","England, Scotland & Wales","Female","16-64","NQF Below Level 2","62.9","%","1955565","1230345","63.9","61.9"
"% in employment","White","ONS 5+1","2018","Year","England, Scotland & Wales","Female","16-64","Other qualifications","70.4","%","818861","576383","71.9","68.9"
"% in employment","Mixed","ONS 5+1","2018","Year","England, Scotland & Wales","Female","16-64","Other qualifications","?","%","?","?","?","?"
"% in employment","Asian or Asian British","ONS 5+1","2018","Year","England, Scotland & Wales","Female","16-64","Other qualifications","44.8","%","158645","71094","51.1","38.6"
"% in employment","Black or Black British","ONS 5+1","2018","Year","England, Scotland & Wales","Female","16-64","Other qualifications","58.6","%","56847","33328","69.3","47.9"
"% in employment","Other","ONS 5+1","2018","Year","England, Scotland & Wales","Female","16-64","Other qualifications","48.7","%","78838","38428","58.1","39.4"
"% in employment","Other than White","ONS 5+1","2018","Year","England, Scotland & Wales","Female","16-64","Other qualifications","49.3","%","306067","150970","53.9","44.7"
"% in employment","Unknown","ONS 5+1","2018","Year","England, Scotland & Wales","Female","16-64","Other qualifications","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2018","Year","England, Scotland & Wales","Female","16-64","Other qualifications","64.6","%","1127697","729049","66","63.3"
"% in employment","White","ONS 5+1","2018","Year","England, Scotland & Wales","Female","16-64","No qualifications","40.7","%","1139094","463200","41.9","39.4"
"% in employment","Mixed","ONS 5+1","2018","Year","England, Scotland & Wales","Female","16-64","No qualifications","?","%","?","?","?","?"
"% in employment","Asian or Asian British","ONS 5+1","2018","Year","England, Scotland & Wales","Female","16-64","No qualifications","18.8","%","164453","30992","23.5","14.2"
"% in employment","Black or Black British","ONS 5+1","2018","Year","England, Scotland & Wales","Female","16-64","No qualifications","40.3","%","63373","25519","50.7","29.9"
"% in employment","Other","ONS 5+1","2018","Year","England, Scotland & Wales","Female","16-64","No qualifications","32.7","%","57793","18913","42.6","22.9"
"% in employment","Other than White","ONS 5+1","2018","Year","England, Scotland & Wales","Female","16-64","No qualifications","26.9","%","301614","81144","30.9","22.9"
"% in employment","Unknown","ONS 5+1","2018","Year","England, Scotland & Wales","Female","16-64","No qualifications","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2018","Year","England, Scotland & Wales","Female","16-64","No qualifications","37.7","%","1442833","544469","38.9","36.6"
"% in employment","White","ONS 5+1","2018","Year","England, Scotland & Wales","Female","16-64","Unknown","51.4","%","35851","18426","59.5","43.3"
"% in employment","Mixed","ONS 5+1","2018","Year","England, Scotland & Wales","Female","16-64","Unknown","?","%","?","?","?","?"
"% in employment","Asian or Asian British","ONS 5+1","2018","Year","England, Scotland & Wales","Female","16-64","Unknown","?","%","?","?","?","?"
"% in employment","Black or Black British","ONS 5+1","2018","Year","England, Scotland & Wales","Female","16-64","Unknown","?","%","?","?","?","?"
"% in employment","Other","ONS 5+1","2018","Year","England, Scotland & Wales","Female","16-64","Unknown","?","%","?","?","?","?"
"% in employment","Other than White","ONS 5+1","2018","Year","England, Scotland & Wales","Female","16-64","Unknown","?","%","?","?","?","?"
"% in employment","Unknown","ONS 5+1","2018","Year","England, Scotland & Wales","Female","16-64","Unknown","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2018","Year","England, Scotland & Wales","Female","16-64","Unknown","45.6","%","43789","19946","53","38.1"
"% in employment","White","ONS 5+1","2018","Year","England, Scotland & Wales","Female","16-64","All","75.2","%","16023006","12041739","75.5","74.8"
"% in employment","Mixed","ONS 5+1","2018","Year","England, Scotland & Wales","Female","16-64","All","68.3","%","236898","161719","73.3","63.2"
"% in employment","Asian or Asian British","ONS 5+1","2018","Year","England, Scotland & Wales","Female","16-64","All","57.1","%","1295722","740143","59.3","54.9"
"% in employment","Black or Black British","ONS 5+1","2018","Year","England, Scotland & Wales","Female","16-64","All","68.2","%","638118","435251","71.4","65"
"% in employment","Other","ONS 5+1","2018","Year","England, Scotland & Wales","Female","16-64","All","59.2","%","467598","276976","63.1","55.4"
"% in employment","Other than White","ONS 5+1","2018","Year","England, Scotland & Wales","Female","16-64","All","61.2","%","2638336","1614089","62.8","59.6"
"% in employment","Unknown","ONS 5+1","2018","Year","England, Scotland & Wales","Female","16-64","All","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2018","Year","England, Scotland & Wales","Female","16-64","All","73.2","%","18679486","13666311","73.5","72.9"
"% in employment","White","ONS 5+1","2018","Year","England, Scotland & Wales","All","16-64","NQF Level 4 and above","87.2","%","12687879","11066390","87.5","86.9"
"% in employment","Mixed","ONS 5+1","2018","Year","England, Scotland & Wales","All","16-64","NQF Level 4 and above","85.7","%","208941","178964","90","81.3"
"% in employment","Asian or Asian British","ONS 5+1","2018","Year","England, Scotland & Wales","All","16-64","NQF Level 4 and above","83.7","%","1239288","1037577","85.5","81.9"
"% in employment","Black or Black British","ONS 5+1","2018","Year","England, Scotland & Wales","All","16-64","NQF Level 4 and above","83.5","%","522096","435777","86.3","80.6"
"% in employment","Other","ONS 5+1","2018","Year","England, Scotland & Wales","All","16-64","NQF Level 4 and above","78.4","%","442646","346979","81.8","74.9"
"% in employment","Other than White","ONS 5+1","2018","Year","England, Scotland & Wales","All","16-64","NQF Level 4 and above","82.9","%","2412971","1999297","84.2","81.5"
"% in employment","Unknown","ONS 5+1","2018","Year","England, Scotland & Wales","All","16-64","NQF Level 4 and above","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2018","Year","England, Scotland & Wales","All","16-64","NQF Level 4 and above","86.5","%","15113629","13076548","86.8","86.2"
"% in employment","White","ONS 5+1","2018","Year","England, Scotland & Wales","All","16-64","NQF Level 3","83.4","%","5778252.5","4817183.5","83.8","82.9"
"% in employment","Mixed","ONS 5+1","2018","Year","England, Scotland & Wales","All","16-64","NQF Level 3","70.6","%","75280.5","53144.5","79.8","61.4"
"% in employment","Asian or Asian British","ONS 5+1","2018","Year","England, Scotland & Wales","All","16-64","NQF Level 3","73.1","%","257342","188027","77.7","68.4"
"% in employment","Black or Black British","ONS 5+1","2018","Year","England, Scotland & Wales","All","16-64","NQF Level 3","74","%","156540","115909.5","80.5","67.6"
"% in employment","Other","ONS 5+1","2018","Year","England, Scotland & Wales","All","16-64","NQF Level 3","63.4","%","65373.5","41470.5","73.7","53.2"
"% in employment","Other than White","ONS 5+1","2018","Year","England, Scotland & Wales","All","16-64","NQF Level 3","71.9","%","554536","398551.5","75.2","68.5"
"% in employment","Unknown","ONS 5+1","2018","Year","England, Scotland & Wales","All","16-64","NQF Level 3","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2018","Year","England, Scotland & Wales","All","16-64","NQF Level 3","82.4","%","6336239.5","5218889","82.8","81.9"
"% in employment","White","ONS 5+1","2018","Year","England, Scotland & Wales","All","16-64","NQF Level 2","76","%","5573520.5","4233158.5","76.5","75.4"
"% in employment","Mixed","ONS 5+1","2018","Year","England, Scotland & Wales","All","16-64","NQF Level 2","60.6","%","80434.5","48724.5","69.9","51.3"
"% in employment","Asian or Asian British","ONS 5+1","2018","Year","England, Scotland & Wales","All","16-64","NQF Level 2","60.1","%","254405","152887","65.1","55"
"% in employment","Black or Black British","ONS 5+1","2018","Year","England, Scotland & Wales","All","16-64","NQF Level 2","63.1","%","163288","103008.5","69.7","56.5"
"% in employment","Other","ONS 5+1","2018","Year","England, Scotland & Wales","All","16-64","NQF Level 2","65.9","%","63533.5","41871.5","76.3","55.5"
"% in employment","Other than White","ONS 5+1","2018","Year","England, Scotland & Wales","All","16-64","NQF Level 2","61.7","%","561661","346491.5","65.2","58.2"
"% in employment","Unknown","ONS 5+1","2018","Year","England, Scotland & Wales","All","16-64","NQF Level 2","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2018","Year","England, Scotland & Wales","All","16-64","NQF Level 2","74.7","%","6138631.5","4582761","75.2","74.1"
"% in employment","White","ONS 5+1","2018","Year","England, Scotland & Wales","All","16-64","NQF Below Level 2","71.6","%","3562626","2551983","72.3","70.9"
"% in employment","Mixed","ONS 5+1","2018","Year","England, Scotland & Wales","All","16-64","NQF Below Level 2","60.9","%","38104","23199","74","47.7"
"% in employment","Asian or Asian British","ONS 5+1","2018","Year","England, Scotland & Wales","All","16-64","NQF Below Level 2","57.5","%","194334","111834","63.4","51.7"
"% in employment","Black or Black British","ONS 5+1","2018","Year","England, Scotland & Wales","All","16-64","NQF Below Level 2","61.9","%","98128","60709","70.6","53.2"
"% in employment","Other","ONS 5+1","2018","Year","England, Scotland & Wales","All","16-64","NQF Below Level 2","56.5","%","48762","27569","68.6","44.4"
"% in employment","Other than White","ONS 5+1","2018","Year","England, Scotland & Wales","All","16-64","NQF Below Level 2","58.9","%","379328","223311","63.1","54.6"
"% in employment","Unknown","ONS 5+1","2018","Year","England, Scotland & Wales","All","16-64","NQF Below Level 2","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2018","Year","England, Scotland & Wales","All","16-64","NQF Below Level 2","70.4","%","3942376","2775716","71.1","69.7"
"% in employment","White","ONS 5+1","2018","Year","England, Scotland & Wales","All","16-64","Other qualifications","78.5","%","1987097","1559938","79.4","77.6"
"% in employment","Mixed","ONS 5+1","2018","Year","England, Scotland & Wales","All","16-64","Other qualifications","?","%","?","?","?","?"
"% in employment","Asian or Asian British","ONS 5+1","2018","Year","England, Scotland & Wales","All","16-64","Other qualifications","65.2","%","327003","213285","69.5","61"
"% in employment","Black or Black British","ONS 5+1","2018","Year","England, Scotland & Wales","All","16-64","Other qualifications","71.4","%","131171","93715","78.2","64.7"
"% in employment","Other","ONS 5+1","2018","Year","England, Scotland & Wales","All","16-64","Other qualifications","65.9","%","164573","108463","72.2","59.6"
"% in employment","Other than White","ONS 5+1","2018","Year","England, Scotland & Wales","All","16-64","Other qualifications","67","%","647919","433833","70","63.9"
"% in employment","Unknown","ONS 5+1","2018","Year","England, Scotland & Wales","All","16-64","Other qualifications","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2018","Year","England, Scotland & Wales","All","16-64","Other qualifications","75.7","%","2639211","1996893","76.5","74.9"
"% in employment","White","ONS 5+1","2018","Year","England, Scotland & Wales","All","16-64","No qualifications","48.6","%","2431188","1181057","49.5","47.7"
"% in employment","Mixed","ONS 5+1","2018","Year","England, Scotland & Wales","All","16-64","No qualifications","36.4","%","32670","11908","49.7","23.2"
"% in employment","Asian or Asian British","ONS 5+1","2018","Year","England, Scotland & Wales","All","16-64","No qualifications","41.8","%","326329","136459","46.1","37.5"
"% in employment","Black or Black British","ONS 5+1","2018","Year","England, Scotland & Wales","All","16-64","No qualifications","51.2","%","118140","60532","59.1","43.4"
"% in employment","Other","ONS 5+1","2018","Year","England, Scotland & Wales","All","16-64","No qualifications","44.9","%","113494","50923","52.4","37.3"
"% in employment","Other than White","ONS 5+1","2018","Year","England, Scotland & Wales","All","16-64","No qualifications","44","%","590633","259822","47.3","40.7"
"% in employment","Unknown","ONS 5+1","2018","Year","England, Scotland & Wales","All","16-64","No qualifications","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2018","Year","England, Scotland & Wales","All","16-64","No qualifications","47.7","%","3026951","1442726","48.5","46.8"
"% in employment","White","ONS 5+1","2018","Year","England, Scotland & Wales","All","16-64","Unknown","55.7","%","85720","47721","61","50.3"
"% in employment","Mixed","ONS 5+1","2018","Year","England, Scotland & Wales","All","16-64","Unknown","?","%","?","?","?","?"
"% in employment","Asian or Asian British","ONS 5+1","2018","Year","England, Scotland & Wales","All","16-64","Unknown","?","%","?","?","?","?"
"% in employment","Black or Black British","ONS 5+1","2018","Year","England, Scotland & Wales","All","16-64","Unknown","?","%","?","?","?","?"
"% in employment","Other","ONS 5+1","2018","Year","England, Scotland & Wales","All","16-64","Unknown","?","%","?","?","?","?"
"% in employment","Other than White","ONS 5+1","2018","Year","England, Scotland & Wales","All","16-64","Unknown","?","%","?","?","?","?"
"% in employment","Unknown","ONS 5+1","2018","Year","England, Scotland & Wales","All","16-64","Unknown","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2018","Year","England, Scotland & Wales","All","16-64","Unknown","55.8","%","104499","58301","60.7","50.8"
"% in employment","White","ONS 5+1","2018","Year","England, Scotland & Wales","All","16-64","All","79.3","%","32106283","25457431","79.5","79.1"
"% in employment","Mixed","ONS 5+1","2018","Year","England, Scotland & Wales","All","16-64","All","72.5","%","461190","334445","76.1","68.9"
"% in employment","Asian or Asian British","ONS 5+1","2018","Year","England, Scotland & Wales","All","16-64","All","70.8","%","2607476","1846048","72.3","69.3"
"% in employment","Black or Black British","ONS 5+1","2018","Year","England, Scotland & Wales","All","16-64","All","73.1","%","1193520","872329","75.3","70.8"
"% in employment","Other","ONS 5+1","2018","Year","England, Scotland & Wales","All","16-64","All","68.8","%","900365","619064","71.4","66.1"
"% in employment","Other than White","ONS 5+1","2018","Year","England, Scotland & Wales","All","16-64","All","71.1","%","5162551","3671886","72.2","70.1"
"% in employment","Unknown","ONS 5+1","2018","Year","England, Scotland & Wales","All","16-64","All","68.9","%","32703","22517","82.4","55.4"
"% in employment","All","ONS 5+1","2018","Year","England, Scotland & Wales","All","16-64","All","78.2","%","37301537","29151834","78.4","77.9"
"% in employment","White","ONS 5+1","2019","Year","England, Scotland & Wales","Male","16-64","NQF Level 4 and above","89.9","%","6069729","5454087","90.3","89.5"
"% in employment","Mixed","ONS 5+1","2019","Year","England, Scotland & Wales","Male","16-64","NQF Level 4 and above","93.5","%","97344","90968","98.2","88.7"
"% in employment","Asian or Asian British","ONS 5+1","2019","Year","England, Scotland & Wales","Male","16-64","NQF Level 4 and above","91.9","%","662347","608630","93.8","90"
"% in employment","Black or Black British","ONS 5+1","2019","Year","England, Scotland & Wales","Male","16-64","NQF Level 4 and above","84.6","%","249300","210907","88.8","80.4"
"% in employment","Other","ONS 5+1","2019","Year","England, Scotland & Wales","Male","16-64","NQF Level 4 and above","90.4","%","202058","182695","94.3","86.6"
"% in employment","Other than White","ONS 5+1","2019","Year","England, Scotland & Wales","Male","16-64","NQF Level 4 and above","90.3","%","1211049","1093200","91.8","88.7"
"% in employment","Unknown","ONS 5+1","2019","Year","England, Scotland & Wales","Male","16-64","NQF Level 4 and above","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2019","Year","England, Scotland & Wales","Male","16-64","NQF Level 4 and above","89.9","%","7284315","6550824","90.3","89.6"
"% in employment","White","ONS 5+1","2019","Year","England, Scotland & Wales","Male","16-64","NQF Level 3","86.5","%","3100822","2681030","87.1","85.8"
"% in employment","Mixed","ONS 5+1","2019","Year","England, Scotland & Wales","Male","16-64","NQF Level 3","80.9","%","42954","34752","92.2","69.6"
"% in employment","Asian or Asian British","ONS 5+1","2019","Year","England, Scotland & Wales","Male","16-64","NQF Level 3","84.4","%","125938.5","106247.5","90.1","78.6"
"% in employment","Black or Black British","ONS 5+1","2019","Year","England, Scotland & Wales","Male","16-64","NQF Level 3","81.7","%","72207","58964","90.1","73.2"
"% in employment","Other","ONS 5+1","2019","Year","England, Scotland & Wales","Male","16-64","NQF Level 3","?","%","?","?","?","?"
"% in employment","Other than White","ONS 5+1","2019","Year","England, Scotland & Wales","Male","16-64","NQF Level 3","82.4","%","267554.5","220593.5","86.7","78.2"
"% in employment","Unknown","ONS 5+1","2019","Year","England, Scotland & Wales","Male","16-64","NQF Level 3","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2019","Year","England, Scotland & Wales","Male","16-64","NQF Level 3","86.2","%","3370688.5","2903935.5","86.8","85.6"
"% in employment","White","ONS 5+1","2019","Year","England, Scotland & Wales","Male","16-64","NQF Level 2","82.1","%","2748874","2255902","82.8","81.3"
"% in employment","Mixed","ONS 5+1","2019","Year","England, Scotland & Wales","Male","16-64","NQF Level 2","64","%","32461","20786","78.6","49.5"
"% in employment","Asian or Asian British","ONS 5+1","2019","Year","England, Scotland & Wales","Male","16-64","NQF Level 2","73.3","%","126825.5","92985.5","80.1","66.5"
"% in employment","Black or Black British","ONS 5+1","2019","Year","England, Scotland & Wales","Male","16-64","NQF Level 2","72.7","%","73114","53126","82.9","62.4"
"% in employment","Other","ONS 5+1","2019","Year","England, Scotland & Wales","Male","16-64","NQF Level 2","?","%","?","?","?","?"
"% in employment","Other than White","ONS 5+1","2019","Year","England, Scotland & Wales","Male","16-64","NQF Level 2","71.5","%","267125.5","191126.5","76.5","66.6"
"% in employment","Unknown","ONS 5+1","2019","Year","England, Scotland & Wales","Male","16-64","NQF Level 2","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2019","Year","England, Scotland & Wales","Male","16-64","NQF Level 2","81.1","%","3016195.5","2447224.5","81.9","80.4"
"% in employment","White","ONS 5+1","2019","Year","England, Scotland & Wales","Male","16-64","NQF Below Level 2","77.6","%","1742310","1352263","78.6","76.6"
"% in employment","Mixed","ONS 5+1","2019","Year","England, Scotland & Wales","Male","16-64","NQF Below Level 2","?","%","?","?","?","?"
"% in employment","Asian or Asian British","ONS 5+1","2019","Year","England, Scotland & Wales","Male","16-64","NQF Below Level 2","75.2","%","94262","70883","82.9","67.5"
"% in employment","Black or Black British","ONS 5+1","2019","Year","England, Scotland & Wales","Male","16-64","NQF Below Level 2","68.7","%","49134","33760","81","56.4"
"% in employment","Other","ONS 5+1","2019","Year","England, Scotland & Wales","Male","16-64","NQF Below Level 2","?","%","?","?","?","?"
"% in employment","Other than White","ONS 5+1","2019","Year","England, Scotland & Wales","Male","16-64","NQF Below Level 2","71.5","%","187590","134219","77.4","65.7"
"% in employment","Unknown","ONS 5+1","2019","Year","England, Scotland & Wales","Male","16-64","NQF Below Level 2","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2019","Year","England, Scotland & Wales","Male","16-64","NQF Below Level 2","77","%","1929900","1486482","78","76.1"
"% in employment","White","ONS 5+1","2019","Year","England, Scotland & Wales","Male","16-64","Other qualifications","86.3","%","1147903","990856","87.3","85.3"
"% in employment","Mixed","ONS 5+1","2019","Year","England, Scotland & Wales","Male","16-64","Other qualifications","?","%","?","?","?","?"
"% in employment","Asian or Asian British","ONS 5+1","2019","Year","England, Scotland & Wales","Male","16-64","Other qualifications","82.3","%","169132","139150","87.1","77.4"
"% in employment","Black or Black British","ONS 5+1","2019","Year","England, Scotland & Wales","Male","16-64","Other qualifications","82.7","%","65417","54073","91","74.3"
"% in employment","Other","ONS 5+1","2019","Year","England, Scotland & Wales","Male","16-64","Other qualifications","84.9","%","83575","70967","91.8","78"
"% in employment","Other than White","ONS 5+1","2019","Year","England, Scotland & Wales","Male","16-64","Other qualifications","82.7","%","330468","273459","86.3","79.2"
"% in employment","Unknown","ONS 5+1","2019","Year","England, Scotland & Wales","Male","16-64","Other qualifications","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2019","Year","England, Scotland & Wales","Male","16-64","Other qualifications","85.5","%","1480826","1266405","86.4","84.6"
"% in employment","White","ONS 5+1","2019","Year","England, Scotland & Wales","Male","16-64","No qualifications","54.4","%","1264465","687271","55.7","53"
"% in employment","Mixed","ONS 5+1","2019","Year","England, Scotland & Wales","Male","16-64","No qualifications","?","%","?","?","?","?"
"% in employment","Asian or Asian British","ONS 5+1","2019","Year","England, Scotland & Wales","Male","16-64","No qualifications","67.2","%","170398","114464","73.2","61.1"
"% in employment","Black or Black British","ONS 5+1","2019","Year","England, Scotland & Wales","Male","16-64","No qualifications","53.5","%","58234","31171","65","42.1"
"% in employment","Other","ONS 5+1","2019","Year","England, Scotland & Wales","Male","16-64","No qualifications","58.9","%","56664","33370","70.6","47.2"
"% in employment","Other than White","ONS 5+1","2019","Year","England, Scotland & Wales","Male","16-64","No qualifications","62","%","301747","186937","66.7","57.2"
"% in employment","Unknown","ONS 5+1","2019","Year","England, Scotland & Wales","Male","16-64","No qualifications","?","%","?","?","?","?"
