"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Gender","Age","Qualification","Value","Value_type","Denominator","Numerator","Upper 95% C.I.","Lower 95% C.I."
"% in employment","Black or Black British","ONS 5+1","2013","Year","England, Scotland & Wales","Male","16-64","NQF Level 4 and above","81.6","%","181942","148382","86.3","76.9"
"% in employment","Other","ONS 5+1","2013","Year","England, Scotland & Wales","Male","16-64","NQF Level 4 and above","84.8","%","173120","146779","89.1","80.4"
"% in employment","Other than White","ONS 5+1","2013","Year","England, Scotland & Wales","Male","16-64","NQF Level 4 and above","87.4","%","929911","812951","89.1","85.7"
"% in employment","Unknown","ONS 5+1","2013","Year","England, Scotland & Wales","Male","16-64","NQF Level 4 and above","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2013","Year","England, Scotland & Wales","Male","16-64","NQF Level 4 and above","89.2","%","6307110","5624784","89.5","88.8"
"% in employment","White","ONS 5+1","2013","Year","England, Scotland & Wales","Male","16-64","NQF Level 3","84.1","%","3188570.5","2681179.5","84.7","83.5"
"% in employment","Mixed","ONS 5+1","2013","Year","England, Scotland & Wales","Male","16-64","NQF Level 3","75.2","%","33434.5","25134","87.5","62.8"
"% in employment","Asian or Asian British","ONS 5+1","2013","Year","England, Scotland & Wales","Male","16-64","NQF Level 3","76.3","%","109104.5","83264.5","82.8","69.9"
"% in employment","Black or Black British","ONS 5+1","2013","Year","England, Scotland & Wales","Male","16-64","NQF Level 3","74","%","57386","42460","84","64"
"% in employment","Other","ONS 5+1","2013","Year","England, Scotland & Wales","Male","16-64","NQF Level 3","?","%","?","?","?","?"
"% in employment","Other than White","ONS 5+1","2013","Year","England, Scotland & Wales","Male","16-64","NQF Level 3","75.7","%","224035.5","169641.5","80.4","71.1"
"% in employment","Unknown","ONS 5+1","2013","Year","England, Scotland & Wales","Male","16-64","NQF Level 3","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2013","Year","England, Scotland & Wales","Male","16-64","NQF Level 3","83.5","%","3413364","2851235","84.1","83"
"% in employment","White","ONS 5+1","2013","Year","England, Scotland & Wales","Male","16-64","NQF Level 2","79.1","%","2883751.5","2281424.5","79.8","78.4"
"% in employment","Mixed","ONS 5+1","2013","Year","England, Scotland & Wales","Male","16-64","NQF Level 2","65.3","%","28499.5","18619","79.2","51.5"
"% in employment","Asian or Asian British","ONS 5+1","2013","Year","England, Scotland & Wales","Male","16-64","NQF Level 2","70.5","%","130107.5","91671.5","76.8","64.2"
"% in employment","Black or Black British","ONS 5+1","2013","Year","England, Scotland & Wales","Male","16-64","NQF Level 2","61.6","%","57427","35386","72.2","51"
"% in employment","Other","ONS 5+1","2013","Year","England, Scotland & Wales","Male","16-64","NQF Level 2","76.9","%","31059.5","23871","88.5","65.2"
"% in employment","Other than White","ONS 5+1","2013","Year","England, Scotland & Wales","Male","16-64","NQF Level 2","68.6","%","247093.5","169547.5","73.3","63.9"
"% in employment","Unknown","ONS 5+1","2013","Year","England, Scotland & Wales","Male","16-64","NQF Level 2","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2013","Year","England, Scotland & Wales","Male","16-64","NQF Level 2","78.3","%","3131888","2451141","78.9","77.6"
"% in employment","White","ONS 5+1","2013","Year","England, Scotland & Wales","Male","16-64","NQF Below Level 2","75.4","%","1911196","1440134","76.2","74.5"
"% in employment","Mixed","ONS 5+1","2013","Year","England, Scotland & Wales","Male","16-64","NQF Below Level 2","?","%","?","?","?","?"
"% in employment","Asian or Asian British","ONS 5+1","2013","Year","England, Scotland & Wales","Male","16-64","NQF Below Level 2","66.1","%","100937","66768","73.8","58.5"
"% in employment","Black or Black British","ONS 5+1","2013","Year","England, Scotland & Wales","Male","16-64","NQF Below Level 2","67.9","%","43882","29810","79.4","56.5"
"% in employment","Other","ONS 5+1","2013","Year","England, Scotland & Wales","Male","16-64","NQF Below Level 2","?","%","?","?","?","?"
"% in employment","Other than White","ONS 5+1","2013","Year","England, Scotland & Wales","Male","16-64","NQF Below Level 2","63.1","%","190688","120391","68.8","57.5"
"% in employment","Unknown","ONS 5+1","2013","Year","England, Scotland & Wales","Male","16-64","NQF Below Level 2","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2013","Year","England, Scotland & Wales","Male","16-64","NQF Below Level 2","74.2","%","2102185","1560525","75.1","73.4"
"% in employment","White","ONS 5+1","2013","Year","England, Scotland & Wales","Male","16-64","Other qualifications","80.9","%","1111583","899262","81.9","79.9"
"% in employment","Mixed","ONS 5+1","2013","Year","England, Scotland & Wales","Male","16-64","Other qualifications","?","%","?","?","?","?"
"% in employment","Asian or Asian British","ONS 5+1","2013","Year","England, Scotland & Wales","Male","16-64","Other qualifications","79.2","%","144915","114794","84.4","74"
"% in employment","Black or Black British","ONS 5+1","2013","Year","England, Scotland & Wales","Male","16-64","Other qualifications","68.6","%","55220","37896","79","58.3"
"% in employment","Other","ONS 5+1","2013","Year","England, Scotland & Wales","Male","16-64","Other qualifications","72.8","%","66628","48499","81.5","64.1"
"% in employment","Other than White","ONS 5+1","2013","Year","England, Scotland & Wales","Male","16-64","Other qualifications","75.5","%","280743","211943","79.6","71.4"
"% in employment","Unknown","ONS 5+1","2013","Year","England, Scotland & Wales","Male","16-64","Other qualifications","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2013","Year","England, Scotland & Wales","Male","16-64","Other qualifications","79.8","%","1393229","1111904","80.8","78.8"
"% in employment","White","ONS 5+1","2013","Year","England, Scotland & Wales","Male","16-64","No qualifications","50","%","1453724","726283","51.1","48.8"
"% in employment","Mixed","ONS 5+1","2013","Year","England, Scotland & Wales","Male","16-64","No qualifications","?","%","?","?","?","?"
"% in employment","Asian or Asian British","ONS 5+1","2013","Year","England, Scotland & Wales","Male","16-64","No qualifications","56.3","%","164855","92731","62.2","50.3"
"% in employment","Black or Black British","ONS 5+1","2013","Year","England, Scotland & Wales","Male","16-64","No qualifications","51","%","44429","22665","63","39"
"% in employment","Other","ONS 5+1","2013","Year","England, Scotland & Wales","Male","16-64","No qualifications","53.6","%","53091","28468","64.4","42.9"
"% in employment","Other than White","ONS 5+1","2013","Year","England, Scotland & Wales","Male","16-64","No qualifications","53.7","%","280591","150642","58.3","49"
"% in employment","Unknown","ONS 5+1","2013","Year","England, Scotland & Wales","Male","16-64","No qualifications","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2013","Year","England, Scotland & Wales","Male","16-64","No qualifications","50.6","%","1734857","877342","51.6","49.5"
"% in employment","White","ONS 5+1","2013","Year","England, Scotland & Wales","Male","16-64","Unknown","60.2","%","40564","24402","67","53.3"
"% in employment","Mixed","ONS 5+1","2013","Year","England, Scotland & Wales","Male","16-64","Unknown","?","%","?","?","?","?"
"% in employment","Asian or Asian British","ONS 5+1","2013","Year","England, Scotland & Wales","Male","16-64","Unknown","?","%","?","?","?","?"
"% in employment","Black or Black British","ONS 5+1","2013","Year","England, Scotland & Wales","Male","16-64","Unknown","?","%","?","?","?","?"
"% in employment","Other","ONS 5+1","2013","Year","England, Scotland & Wales","Male","16-64","Unknown","?","%","?","?","?","?"
"% in employment","Other than White","ONS 5+1","2013","Year","England, Scotland & Wales","Male","16-64","Unknown","?","%","?","?","?","?"
"% in employment","Unknown","ONS 5+1","2013","Year","England, Scotland & Wales","Male","16-64","Unknown","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2013","Year","England, Scotland & Wales","Male","16-64","Unknown","59.4","%","48867","29014","65.8","53"
"% in employment","White","ONS 5+1","2013","Year","England, Scotland & Wales","Male","16-64","All","80.6","%","15963100","12861738","80.9","80.3"
"% in employment","Mixed","ONS 5+1","2013","Year","England, Scotland & Wales","Male","16-64","All","70.8","%","173582","122979","76.4","65.3"
"% in employment","Asian or Asian British","ONS 5+1","2013","Year","England, Scotland & Wales","Male","16-64","All","78.5","%","1170896","919522","80.4","76.7"
"% in employment","Black or Black British","ONS 5+1","2013","Year","England, Scotland & Wales","Male","16-64","All","71.8","%","441863","317117","75.3","68.2"
"% in employment","Other","ONS 5+1","2013","Year","England, Scotland & Wales","Male","16-64","All","74.8","%","374356","280110","78.4","71.3"
"% in employment","Other than White","ONS 5+1","2013","Year","England, Scotland & Wales","Male","16-64","All","75.9","%","2160697","1639728","77.4","74.4"
"% in employment","Unknown","ONS 5+1","2013","Year","England, Scotland & Wales","Male","16-64","All","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2013","Year","England, Scotland & Wales","Male","16-64","All","80","%","18131500","14505945","80.3","79.7"
"% in employment","White","ONS 5+1","2013","Year","England, Scotland & Wales","Female","16-64","NQF Level 4 and above","82.8","%","5915091","4896556","83.2","82.4"
"% in employment","Mixed","ONS 5+1","2013","Year","England, Scotland & Wales","Female","16-64","NQF Level 4 and above","80.9","%","78981","63901","87.8","74"
"% in employment","Asian or Asian British","ONS 5+1","2013","Year","England, Scotland & Wales","Female","16-64","NQF Level 4 and above","70.4","%","459570","323351","73.6","67.2"
"% in employment","Black or Black British","ONS 5+1","2013","Year","England, Scotland & Wales","Female","16-64","NQF Level 4 and above","80.3","%","233182","187287","84.4","76.3"
"% in employment","Other","ONS 5+1","2013","Year","England, Scotland & Wales","Female","16-64","NQF Level 4 and above","67.4","%","202432","136526","72.5","62.4"
"% in employment","Other than White","ONS 5+1","2013","Year","England, Scotland & Wales","Female","16-64","NQF Level 4 and above","73","%","974165","711065","75.2","70.8"
"% in employment","Unknown","ONS 5+1","2013","Year","England, Scotland & Wales","Female","16-64","NQF Level 4 and above","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2013","Year","England, Scotland & Wales","Female","16-64","NQF Level 4 and above","81.4","%","6893990","5611551","81.8","81"
"% in employment","White","ONS 5+1","2013","Year","England, Scotland & Wales","Female","16-64","NQF Level 3","78.1","%","2587872","2020419","78.8","77.4"
"% in employment","Mixed","ONS 5+1","2013","Year","England, Scotland & Wales","Female","16-64","NQF Level 3","65.8","%","39022","25692","77.9","53.8"
"% in employment","Asian or Asian British","ONS 5+1","2013","Year","England, Scotland & Wales","Female","16-64","NQF Level 3","58.6","%","115728","67869","65.4","51.9"
"% in employment","Black or Black British","ONS 5+1","2013","Year","England, Scotland & Wales","Female","16-64","NQF Level 3","64","%","76474.5","48966","72.7","55.4"
"% in employment","Other","ONS 5+1","2013","Year","England, Scotland & Wales","Female","16-64","NQF Level 3","61.9","%","32508","20118","74.7","49.1"
"% in employment","Other than White","ONS 5+1","2013","Year","England, Scotland & Wales","Female","16-64","NQF Level 3","61.7","%","263732.5","162645","66.2","57.1"
"% in employment","Unknown","ONS 5+1","2013","Year","England, Scotland & Wales","Female","16-64","NQF Level 3","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2013","Year","England, Scotland & Wales","Female","16-64","NQF Level 3","76.6","%","2852472.5","2183622","77.3","75.9"
"% in employment","White","ONS 5+1","2013","Year","England, Scotland & Wales","Female","16-64","NQF Level 2","68.9","%","3102346","2137760","69.6","68.2"
"% in employment","Mixed","ONS 5+1","2013","Year","England, Scotland & Wales","Female","16-64","NQF Level 2","59.6","%","33743","20095","72.1","47.1"
"% in employment","Asian or Asian British","ONS 5+1","2013","Year","England, Scotland & Wales","Female","16-64","NQF Level 2","45.6","%","137134","62474","51.9","39.2"
"% in employment","Black or Black British","ONS 5+1","2013","Year","England, Scotland & Wales","Female","16-64","NQF Level 2","60.1","%","75632.5","45477","68.9","51.4"
"% in employment","Other","ONS 5+1","2013","Year","England, Scotland & Wales","Female","16-64","NQF Level 2","48.1","%","27404","13177","62.3","33.9"
"% in employment","Other than White","ONS 5+1","2013","Year","England, Scotland & Wales","Female","16-64","NQF Level 2","51.6","%","273913.5","141223","56.1","47"
"% in employment","Unknown","ONS 5+1","2013","Year","England, Scotland & Wales","Female","16-64","NQF Level 2","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2013","Year","England, Scotland & Wales","Female","16-64","NQF Level 2","67.5","%","3377798.5","2280364","68.2","66.8"
"% in employment","White","ONS 5+1","2013","Year","England, Scotland & Wales","Female","16-64","NQF Below Level 2","60.3","%","2102171","1267652","61.2","59.4"
"% in employment","Mixed","ONS 5+1","2013","Year","England, Scotland & Wales","Female","16-64","NQF Below Level 2","?","%","?","?","?","?"
"% in employment","Asian or Asian British","ONS 5+1","2013","Year","England, Scotland & Wales","Female","16-64","NQF Below Level 2","29.9","%","101652","30414","36.7","23.2"
"% in employment","Black or Black British","ONS 5+1","2013","Year","England, Scotland & Wales","Female","16-64","NQF Below Level 2","44","%","50553","22262","55","33"
"% in employment","Other","ONS 5+1","2013","Year","England, Scotland & Wales","Female","16-64","NQF Below Level 2","30.1","%","26162","7878","44.3","15.9"
"% in employment","Other than White","ONS 5+1","2013","Year","England, Scotland & Wales","Female","16-64","NQF Below Level 2","35.2","%","198421","69774","40.3","30"
"% in employment","Unknown","ONS 5+1","2013","Year","England, Scotland & Wales","Female","16-64","NQF Below Level 2","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2013","Year","England, Scotland & Wales","Female","16-64","NQF Below Level 2","58.1","%","2301317","1337914","59","57.3"
"% in employment","White","ONS 5+1","2013","Year","England, Scotland & Wales","Female","16-64","Other qualifications","64.4","%","771678","496999","65.9","63"
"% in employment","Mixed","ONS 5+1","2013","Year","England, Scotland & Wales","Female","16-64","Other qualifications","?","%","?","?","?","?"
"% in employment","Asian or Asian British","ONS 5+1","2013","Year","England, Scotland & Wales","Female","16-64","Other qualifications","39.3","%","132962","52292","45.5","33.1"
