region,lo,sex,grp,det,yr,n
South West,16,Male,Other,Arab,2021,406
South West,16,Male,Other,Any other ethnic group,2021,1074
South West,20,Female,Asian,Bangladeshi,2021,518
South West,20,Female,Asian,Chinese,2021,2150
South West,20,Female,Asian,Indian,2021,1961
South West,20,Female,Asian,Pakistani,2021,733
South West,20,Female,Asian,Other Asian,2021,1883
South West,20,Female,Black,African,2021,1799
South West,20,Female,Black,Caribbean,2021,516
South West,20,Female,Black,Other Black,2021,225
South West,20,Female,Mixed,White and Asian,2021,1786
South West,20,Female,Mixed,White and Black African,2021,643
South West,20,Female,Mixed,White and Black Caribbean,2021,1745
South West,20,Female,Mixed,Other Mixed or Multiple ethnic groups,2021,1243
South West,20,Female,White,"English, Welsh, Scottish, Northern Irish or British",2021,135658
South West,20,Female,White,Irish,2021,665
South West,20,Female,White,Gypsy or Irish Traveller,2021,227
South West,20,Female,White,Roma,2021,231
South West,20,Female,White,Other White,2021,9143
South West,20,Female,Other,Arab,2021,396
South West,20,Female,Other,Any other ethnic group,2021,1207
South West,20,Male,Asian,Bangladeshi,2021,554
South West,20,Male,Asian,Chinese,2021,1985
South West,20,Male,Asian,Indian,2021,2224
South West,20,Male,Asian,Pakistani,2021,838
South West,20,Male,Asian,Other Asian,2021,2326
South West,20,Male,Black,African,2021,1893
South West,20,Male,Black,Caribbean,2021,625
South West,20,Male,Black,Other Black,2021,310
South West,20,Male,Mixed,White and Asian,2021,1686
South West,20,Male,Mixed,White and Black African,2021,740
South West,20,Male,Mixed,White and Black Caribbean,2021,1698
South West,20,Male,Mixed,Other Mixed or Multiple ethnic groups,2021,1215
South West,20,Male,White,"English, Welsh, Scottish, Northern Irish or British",2021,142510
South West,20,Male,White,Irish,2021,757
South West,20,Male,White,Gypsy or Irish Traveller,2021,214
South West,20,Male,White,Roma,2021,278
South West,20,Male,White,Other White,2021,7486
South West,20,Male,Other,Arab,2021,639
South West,20,Male,Other,Any other ethnic group,2021,1493
South West,25,Female,Asian,Bangladeshi,2021,579
South West,25,Female,Asian,Chinese,2021,1181
South West,25,Female,Asian,Indian,2021,2298
South West,25,Female,Asian,Pakistani,2021,642
South West,25,Female,Asian,Other Asian,2021,1961
South West,25,Female,Black,African,2021,1657
South West,25,Female,Black,Caribbean,2021,508
South West,25,Female,Black,Other Black,2021,193
South West,25,Female,Mixed,White and Asian,2021,1084
South West,25,Female,Mixed,White and Black African,2021,439
South West,25,Female,Mixed,White and Black Caribbean,2021,1457
South West,25,Female,Mixed,Other Mixed or Multiple ethnic groups,2021,1103
South West,25,Female,White,"English, Welsh, Scottish, Northern Irish or British",2021,137882
South West,25,Female,White,Irish,2021,714
South West,25,Female,White,Gypsy or Irish Traveller,2021,227
South West,25,Female,White,Roma,2021,303
South West,25,Female,White,Other White,2021,12780
South West,25,Female,Other,Arab,2021,399
South West,25,Female,Other,Any other ethnic group,2021,1385
South West,25,Male,Asian,Bangladeshi,2021,437
South West,25,Male,Asian,Chinese,2021,1136
South West,25,Male,Asian,Indian,2021,1943
South West,25,Male,Asian,Pakistani,2021,615
South West,25,Male,Asian,Other Asian,2021,1724
South West,25,Male,Black,African,2021,1454
South West,25,Male,Black,Caribbean,2021,607
South West,25,Male,Black,Other Black,2021,242
South West,25,Male,Mixed,White and Asian,2021,1156
South West,25,Male,Mixed,White and Black African,2021,441
South West,25,Male,Mixed,White and Black Caribbean,2021,1435
South West,25,Male,Mixed,Other Mixed or Multiple ethnic groups,2021,1018
South West,25,Male,White,"English, Welsh, Scottish, Northern Irish or British",2021,139631
South West,25,Male,White,Irish,2021,726
South West,25,Male,White,Gypsy or Irish Traveller,2021,231
South West,25,Male,White,Roma,2021,429
South West,25,Male,White,Other White,2021,10222
South West,25,Male,Other,Arab,2021,414
South West,25,Male,Other,Any other ethnic group,2021,1518
South West,30,Female,Asian,Bangladeshi,2021,609
South West,30,Female,Asian,Chinese,2021,1091
South West,30,Female,Asian,Indian,2021,3221
South West,30,Female,Asian,Pakistani,2021,771
South West,30,Female,Asian,Other Asian,2021,2614
South West,30,Female,Black,African,2021,2030
South West,30,Female,Black,Caribbean,2021,613
South West,30,Female,Black,Other Black,2021,204
South West,30,Female,Mixed,White and Asian,2021,1019
South West,30,Female,Mixed,White and Black African,2021,400
South West,30,Female,Mixed,White and Black Caribbean,2021,1339
South West,30,Female,Mixed,Other Mixed or Multiple ethnic groups,2021,1328
South West,30,Female,White,"English, Welsh, Scottish, Northern Irish or British",2021,146217
South West,30,Female,White,Irish,2021,793
South West,30,Female,White,Gypsy or Irish Traveller,2021,240
South West,30,Female,White,Roma,2021,348
South West,30,Female,White,Other White,2021,17105
South West,30,Female,Other,Arab,2021,497
South West,30,Female,Other,Any other ethnic group,2021,1828
South West,30,Male,Asian,Bangladeshi,2021,511
South West,30,Male,Asian,Chinese,2021,728
South West,30,Male,Asian,Indian,2021,2648
South West,30,Male,Asian,Pakistani,2021,792
South West,30,Male,Asian,Other Asian,2021,1827
South West,30,Male,Black,African,2021,1803
South West,30,Male,Black,Caribbean,2021,630
South West,30,Male,Black,Other Black,2021,220
South West,30,Male,Mixed,White and Asian,2021,982
South West,30,Male,Mixed,White and Black African,2021,441
South West,30,Male,Mixed,White and Black Caribbean,2021,1301
South West,30,Male,Mixed,Other Mixed or Multiple ethnic groups,2021,1045
South West,30,Male,White,"English, Welsh, Scottish, Northern Irish or British",2021,142708
South West,30,Male,White,Irish,2021,823
South West,30,Male,White,Gypsy or Irish Traveller,2021,232
South West,30,Male,White,Roma,2021,477
South West,30,Male,White,Other White,2021,14111
South West,30,Male,Other,Arab,2021,579
South West,30,Male,Other,Any other ethnic group,2021,1816
South West,35,Female,Asian,Bangladeshi,2021,532
South West,35,Female,Asian,Chinese,2021,1283
South West,35,Female,Asian,Indian,2021,3209
South West,35,Female,Asian,Pakistani,2021,803
South West,35,Female,Asian,Other Asian,2021,2547
South West,35,Female,Black,African,2021,2255
South West,35,Female,Black,Caribbean,2021,631
South West,35,Female,Black,Other Black,2021,262
South West,35,Female,Mixed,White and Asian,2021,794
South West,35,Female,Mixed,White and Black African,2021,358
South West,35,Female,Mixed,White and Black Caribbean,2021,953
South West,35,Female,Mixed,Other Mixed or Multiple ethnic groups,2021,1277
South West,35,Female,White,"English, Welsh, Scottish, Northern Irish or British",2021,137149
South West,35,Female,White,Irish,2021,841
South West,35,Female,White,Gypsy or Irish Traveller,2021,227
South West,35,Female,White,Roma,2021,272
South West,35,Female,White,Other White,2021,19409
South West,35,Female,Other,Arab,2021,439
South West,35,Female,Other,Any other ethnic group,2021,1937
South West,35,Male,Asian,Bangladeshi,2021,547
South West,35,Male,Asian,Chinese,2021,765
South West,35,Male,Asian,Indian,2021,3212
South West,35,Male,Asian,Pakistani,2021,876
South West,35,Male,Asian,Other Asian,2021,1578
South West,35,Male,Black,African,2021,2011
South West,35,Male,Black,Caribbean,2021,600
South West,35,Male,Black,Other Black,2021,281
South West,35,Male,Mixed,White and Asian,2021,816
South West,35,Male,Mixed,White and Black African,2021,353
South West,35,Male,Mixed,White and Black Caribbean,2021,917
South West,35,Male,Mixed,Other Mixed or Multiple ethnic groups,2021,1103
South West,35,Male,White,"English, Welsh, Scottish, Northern Irish or British",2021,135443
South West,35,Male,White,Irish,2021,889
South West,35,Male,White,Gypsy or Irish Traveller,2021,198
South West,35,Male,White,Roma,2021,370
South West,35,Male,White,Other White,2021,16197
South West,35,Male,Other,Arab,2021,619
South West,35,Male,Other,Any other ethnic group,2021,2087
South West,40,Female,Asian,Bangladeshi,2021,466
South West,40,Female,Asian,Chinese,2021,1201
South West,40,Female,Asian,Indian,2021,2722
South West,40,Female,Asian,Pakistani,2021,704
South West,40,Female,Asian,Other Asian,2021,2862
South West,40,Female,Black,African,2021,2200
South West,40,Female,Black,Caribbean,2021,560
South West,40,Female,Black,Other Black,2021,224
South West,40,Female,Mixed,White and Asian,2021,731
South West,40,Female,Mixed,White and Black African,2021,349
South West,40,Female,Mixed,White and Black Caribbean,2021,642
South West,40,Female,Mixed,Other Mixed or Multiple ethnic groups,2021,1123
South West,40,Female,White,"English, Welsh, Scottish, Northern Irish or British",2021,134485
South West,40,Female,White,Irish,2021,919
South West,40,Female,White,Gypsy or Irish Traveller,2021,185
South West,40,Female,White,Roma,2021,244
South West,40,Female,White,Other White,2021,15953
South West,40,Female,Other,Arab,2021,307
South West,40,Female,Other,Any other ethnic group,2021,1846
South West,40,Male,Asian,Bangladeshi,2021,641
South West,40,Male,Asian,Chinese,2021,800
South West,40,Male,Asian,Indian,2021,3066
South West,40,Male,Asian,Pakistani,2021,766
South West,40,Male,Asian,Other Asian,2021,1581
South West,40,Male,Black,African,2021,2165
South West,40,Male,Black,Caribbean,2021,628
South West,40,Male,Black,Other Black,2021,293
South West,40,Male,Mixed,White and Asian,2021,629
South West,40,Male,Mixed,White and Black African,2021,327
South West,40,Male,Mixed,White and Black Caribbean,2021,609
South West,40,Male,Mixed,Other Mixed or Multiple ethnic groups,2021,806
South West,40,Male,White,"English, Welsh, Scottish, Northern Irish or British",2021,131918
South West,40,Male,White,Irish,2021,952
South West,40,Male,White,Gypsy or Irish Traveller,2021,188
South West,40,Male,White,Roma,2021,346
South West,40,Male,White,Other White,2021,13659
South West,40,Male,Other,Arab,2021,488
South West,40,Male,Other,Any other ethnic group,2021,1885
South West,45,Female,Asian,Bangladeshi,2021,339
South West,45,Female,Asian,Chinese,2021,1176
South West,45,Female,Asian,Indian,2021,2074
South West,45,Female,Asian,Pakistani,2021,553
South West,45,Female,Asian,Other Asian,2021,2696
South West,45,Female,Black,African,2021,1632
South West,45,Female,Black,Caribbean,2021,563
South West,45,Female,Black,Other Black,2021,200
South West,45,Female,Mixed,White and Asian,2021,647
South West,45,Female,Mixed,White and Black African,2021,287
South West,45,Female,Mixed,White and Black Caribbean,2021,544
South West,45,Female,Mixed,Other Mixed or Multiple ethnic groups,2021,837
South West,45,Female,White,"English, Welsh, Scottish, Northern Irish or British",2021,152542
South West,45,Female,White,Irish,2021,1172
South West,45,Female,White,Gypsy or Irish Traveller,2021,210
South West,45,Female,White,Roma,2021,176
South West,45,Female,White,Other White,2021,11084
South West,45,Female,Other,Arab,2021,228
South West,45,Female,Other,Any other ethnic group,2021,1426
South West,45,Male,Asian,Bangladeshi,2021,575
South West,45,Male,Asian,Chinese,2021,745
South West,45,Male,Asian,Indian,2021,2499
South West,45,Male,Asian,Pakistani,2021,614
South West,45,Male,Asian,Other Asian,2021,1508
South West,45,Male,Black,African,2021,1766
South West,45,Male,Black,Caribbean,2021,610
South West,45,Male,Black,Other Black,2021,211
South West,45,Male,Mixed,White and Asian,2021,547
South West,45,Male,Mixed,White and Black African,2021,277
South West,45,Male,Mixed,White and Black Caribbean,2021,509
South West,45,Male,Mixed,Other Mixed or Multiple ethnic groups,2021,697
South West,45,Male,White,"English, Welsh, Scottish, Northern Irish or British",2021,147434
South West,45,Male,White,Irish,2021,1099
South West,45,Male,White,Gypsy or Irish Traveller,2021,213
South West,45,Male,White,Roma,2021,286
South West,45,Male,White,Other White,2021,9401
South West,45,Male,Other,Arab,2021,346
South West,45,Male,Other,Any other ethnic group,2021,1547
South West,50,Female,Asian,Bangladeshi,2021,221
South West,50,Female,Asian,Chinese,2021,1037
South West,50,Female,Asian,Indian,2021,1546
South West,50,Female,Asian,Pakistani,2021,385
South West,50,Female,Asian,Other Asian,2021,2022
South West,50,Female,Black,African,2021,1076
South West,50,Female,Black,Caribbean,2021,779
South West,50,Female,Black,Other Black,2021,250
South West,50,Female,Mixed,White and Asian,2021,653
South West,50,Female,Mixed,White and Black African,2021,193
South West,50,Female,Mixed,White and Black Caribbean,2021,546
South West,50,Female,Mixed,Other Mixed or Multiple ethnic groups,2021,762
South West,50,Female,White,"English, Welsh, Scottish, Northern Irish or British",2021,181798
South West,50,Female,White,Irish,2021,1388
South West,50,Female,White,Gypsy or Irish Traveller,2021,220
South West,50,Female,White,Roma,2021,135
South West,50,Female,White,Other White,2021,8619
South West,50,Female,Other,Arab,2021,179
South West,50,Female,Other,Any other ethnic group,2021,1232
South West,50,Male,Asian,Bangladeshi,2021,409
South West,50,Male,Asian,Chinese,2021,641
South West,50,Male,Asian,Indian,2021,1846
South West,50,Male,Asian,Pakistani,2021,518
South West,50,Male,Asian,Other Asian,2021,1038
South West,50,Male,Black,African,2021,1288
South West,50,Male,Black,Caribbean,2021,824
South West,50,Male,Black,Other Black,2021,310
South West,50,Male,Mixed,White and Asian,2021,540
South West,50,Male,Mixed,White and Black African,2021,237
South West,50,Male,Mixed,White and Black Caribbean,2021,526
South West,50,Male,Mixed,Other Mixed or Multiple ethnic groups,2021,566
South West,50,Male,White,"English, Welsh, Scottish, Northern Irish or British",2021,175423
South West,50,Male,White,Irish,2021,1388
South West,50,Male,White,Gypsy or Irish Traveller,2021,238
South West,50,Male,White,Roma,2021,174
South West,50,Male,White,Other White,2021,6703
South West,50,Male,Other,Arab,2021,283
South West,50,Male,Other,Any other ethnic group,2021,1224
South West,55,Female,Asian,Bangladeshi,2021,128
South West,55,Female,Asian,Chinese,2021,884
South West,55,Female,Asian,Indian,2021,1160
South West,55,Female,Asian,Pakistani,2021,254
South West,55,Female,Asian,Other Asian,2021,1320
South West,55,Female,Black,African,2021,657
South West,55,Female,Black,Caribbean,2021,916
South West,55,Female,Black,Other Black,2021,289
South West,55,Female,Mixed,White and Asian,2021,537
South West,55,Female,Mixed,White and Black African,2021,180
South West,55,Female,Mixed,White and Black Caribbean,2021,497
South West,55,Female,Mixed,Other Mixed or Multiple ethnic groups,2021,649
South West,55,Female,White,"English, Welsh, Scottish, Northern Irish or British",2021,190882
South West,55,Female,White,Irish,2021,1517
South West,55,Female,White,Gypsy or Irish Traveller,2021,181
South West,55,Female,White,Roma,2021,90
South West,55,Female,White,Other White,2021,6657
South West,55,Female,Other,Arab,2021,114
South West,55,Female,Other,Any other ethnic group,2021,909
South West,55,Male,Asian,Bangladeshi,2021,249
South West,55,Male,Asian,Chinese,2021,547
South West,55,Male,Asian,Indian,2021,1259
South West,55,Male,Asian,Pakistani,2021,260
South West,55,Male,Asian,Other Asian,2021,672
South West,55,Male,Black,African,2021,764
South West,55,Male,Black,Caribbean,2021,1101
South West,55,Male,Black,Other Black,2021,324
South West,55,Male,Mixed,White and Asian,2021,498
South West,55,Male,Mixed,White and Black African,2021,180
South West,55,Male,Mixed,White and Black Caribbean,2021,435
South West,55,Male,Mixed,Other Mixed or Multiple ethnic groups,2021,485
South West,55,Male,White,"English, Welsh, Scottish, Northern Irish or British",2021,184317
South West,55,Male,White,Irish,2021,1589
South West,55,Male,White,Gypsy or Irish Traveller,2021,206
South West,55,Male,White,Roma,2021,121
South West,55,Male,White,Other White,2021,4874
South West,55,Male,Other,Arab,2021,218
South West,55,Male,Other,Any other ethnic group,2021,938
South West,60,Female,Asian,Bangladeshi,2021,84
South West,60,Female,Asian,Chinese,2021,638
South West,60,Female,Asian,Indian,2021,919
South West,60,Female,Asian,Pakistani,2021,201
South West,60,Female,Asian,Other Asian,2021,928
South West,60,Female,Black,African,2021,445
South West,60,Female,Black,Caribbean,2021,618
South West,60,Female,Black,Other Black,2021,163
South West,60,Female,Mixed,White and Asian,2021,348
South West,60,Female,Mixed,White and Black African,2021,137
South West,60,Female,Mixed,White and Black Caribbean,2021,285
South West,60,Female,Mixed,Other Mixed or Multiple ethnic groups,2021,428
South West,60,Female,White,"English, Welsh, Scottish, Northern Irish or British",2021,172342
South West,60,Female,White,Irish,2021,1401
South West,60,Female,White,Gypsy or Irish Traveller,2021,121
South West,60,Female,White,Roma,2021,52
South West,60,Female,White,Other White,2021,5066
South West,60,Female,Other,Arab,2021,81
South West,60,Female,Other,Any other ethnic group,2021,774
South West,60,Male,Asian,Bangladeshi,2021,182
South West,60,Male,Asian,Chinese,2021,495
South West,60,Male,Asian,Indian,2021,1016
South West,60,Male,Asian,Pakistani,2021,245
South West,60,Male,Asian,Other Asian,2021,478
South West,60,Male,Black,African,2021,410
South West,60,Male,Black,Caribbean,2021,722
South West,60,Male,Black,Other Black,2021,183
South West,60,Male,Mixed,White and Asian,2021,343
South West,60,Male,Mixed,White and Black African,2021,111
South West,60,Male,Mixed,White and Black Caribbean,2021,272
South West,60,Male,Mixed,Other Mixed or Multiple ethnic groups,2021,289
South West,60,Male,White,"English, Welsh, Scottish, Northern Irish or British",2021,165709
South West,60,Male,White,Irish,2021,1284
South West,60,Male,White,Gypsy or Irish Traveller,2021,163
South West,60,Male,White,Roma,2021,82
South West,60,Male,White,Other White,2021,3638
South West,60,Male,Other,Arab,2021,174
South West,60,Male,Other,Any other ethnic group,2021,775
South West,65,Female,Asian,Bangladeshi,2021,67
South West,65,Female,Asian,Chinese,2021,500
South West,65,Female,Asian,Indian,2021,689
South West,65,Female,Asian,Pakistani,2021,168
South West,65,Female,Asian,Other Asian,2021,646
South West,65,Female,Black,African,2021,241
South West,65,Female,Black,Caribbean,2021,342
South West,65,Female,Black,Other Black,2021,72
South West,65,Female,Mixed,White and Asian,2021,238
South West,65,Female,Mixed,White and Black African,2021,85
South West,65,Female,Mixed,White and Black Caribbean,2021,159
South West,65,Female,Mixed,Other Mixed or Multiple ethnic groups,2021,264
South West,65,Female,White,"English, Welsh, Scottish, Northern Irish or British",2021,158586
South West,65,Female,White,Irish,2021,1422
South West,65,Female,White,Gypsy or Irish Traveller,2021,78
South West,65,Female,White,Roma,2021,30
South West,65,Female,White,Other White,2021,3736
South West,65,Female,Other,Arab,2021,53
South West,65,Female,Other,Any other ethnic group,2021,539
South West,65,Male,Asian,Bangladeshi,2021,96
South West,65,Male,Asian,Chinese,2021,307
South West,65,Male,Asian,Indian,2021,741
South West,65,Male,Asian,Pakistani,2021,172
South West,65,Male,Asian,Other Asian,2021,309
South West,65,Male,Black,African,2021,204
South West,65,Male,Black,Caribbean,2021,360
South West,65,Male,Black,Other Black,2021,65
South West,65,Male,Mixed,White and Asian,2021,226
South West,65,Male,Mixed,White and Black African,2021,73
South West,65,Male,Mixed,White and Black Caribbean,2021,149
South West,65,Male,Mixed,Other Mixed or Multiple ethnic groups,2021,192
South West,65,Male,White,"English, Welsh, Scottish, Northern Irish or British",2021,148407
South West,65,Male,White,Irish,2021,1243
South West,65,Male,White,Gypsy or Irish Traveller,2021,89
South West,65,Male,White,Roma,2021,33
South West,65,Male,White,Other White,2021,2541
South West,65,Male,Other,Arab,2021,124
South West,65,Male,Other,Any other ethnic group,2021,532
South West,70,Female,Asian,Bangladeshi,2021,44
South West,70,Female,Asian,Chinese,2021,349
South West,70,Female,Asian,Indian,2021,465
South West,70,Female,Asian,Pakistani,2021,91
South West,70,Female,Asian,Other Asian,2021,427
South West,70,Female,Black,African,2021,123
South West,70,Female,Black,Caribbean,2021,245
South West,70,Female,Black,Other Black,2021,52
South West,70,Female,Mixed,White and Asian,2021,179
South West,70,Female,Mixed,White and Black African,2021,55
South West,70,Female,Mixed,White and Black Caribbean,2021,154
South West,70,Female,Mixed,Other Mixed or Multiple ethnic groups,2021,207
South West,70,Female,White,"English, Welsh, Scottish, Northern Irish or British",2021,171344
South West,70,Female,White,Irish,2021,1509
South West,70,Female,White,Gypsy or Irish Traveller,2021,72
South West,70,Female,White,Roma,2021,25
South West,70,Female,White,Other White,2021,2952
South West,70,Female,Other,Arab,2021,25
South West,70,Female,Other,Any other ethnic group,2021,395
South West,70,Male,Asian,Bangladeshi,2021,21
South West,70,Male,Asian,Chinese,2021,224
South West,70,Male,Asian,Indian,2021,495
South West,70,Male,Asian,Pakistani,2021,83
South West,70,Male,Asian,Other Asian,2021,248
South West,70,Male,Black,African,2021,99
South West,70,Male,Black,Caribbean,2021,163
South West,70,Male,Black,Other Black,2021,33
South West,70,Male,Mixed,White and Asian,2021,155
South West,70,Male,Mixed,White and Black African,2021,36
South West,70,Male,Mixed,White and Black Caribbean,2021,101
South West,70,Male,Mixed,Other Mixed or Multiple ethnic groups,2021,124
South West,70,Male,White,"English, Welsh, Scottish, Northern Irish or British",2021,158565
South West,70,Male,White,Irish,2021,1189
South West,70,Male,White,Gypsy or Irish Traveller,2021,77
South West,70,Male,White,Roma,2021,34
South West,70,Male,White,Other White,2021,1973
South West,70,Male,Other,Arab,2021,110
South West,70,Male,Other,Any other ethnic group,2021,454
South West,75,Female,Asian,Bangladeshi,2021,37
South West,75,Female,Asian,Chinese,2021,175
South West,75,Female,Asian,Indian,2021,298
South West,75,Female,Asian,Pakistani,2021,76
South West,75,Female,Asian,Other Asian,2021,204
South West,75,Female,Black,African,2021,120
South West,75,Female,Black,Caribbean,2021,254
South West,75,Female,Black,Other Black,2021,48
South West,75,Female,Mixed,White and Asian,2021,103
South West,75,Female,Mixed,White and Black African,2021,53
South West,75,Female,Mixed,White and Black Caribbean,2021,107
South West,75,Female,Mixed,Other Mixed or Multiple ethnic groups,2021,142
South West,75,Female,White,"English, Welsh, Scottish, Northern Irish or British",2021,130821
South West,75,Female,White,Irish,2021,1207
South West,75,Female,White,Gypsy or Irish Traveller,2021,49
South West,75,Female,White,Roma,2021,14
South West,75,Female,White,Other White,2021,1863
South West,75,Female,Other,Arab,2021,27
South West,75,Female,Other,Any other ethnic group,2021,268
South West,75,Male,Asian,Bangladeshi,2021,26
South West,75,Male,Asian,Chinese,2021,113
South West,75,Male,Asian,Indian,2021,275
South West,75,Male,Asian,Pakistani,2021,73
South West,75,Male,Asian,Other Asian,2021,150
South West,75,Male,Black,African,2021,58
South West,75,Male,Black,Caribbean,2021,153
South West,75,Male,Black,Other Black,2021,33
South West,75,Male,Mixed,White and Asian,2021,115
South West,75,Male,Mixed,White and Black African,2021,41
South West,75,Male,Mixed,White and Black Caribbean,2021,87
South West,75,Male,Mixed,Other Mixed or Multiple ethnic groups,2021,139
South West,75,Male,White,"English, Welsh, Scottish, Northern Irish or British",2021,116662
South West,75,Male,White,Irish,2021,1012
South West,75,Male,White,Gypsy or Irish Traveller,2021,47
South West,75,Male,White,Roma,2021,9
South West,75,Male,White,Other White,2021,1191
South West,75,Male,Other,Arab,2021,51
South West,75,Male,Other,Any other ethnic group,2021,213
South West,80,Female,Asian,Bangladeshi,2021,23
South West,80,Female,Asian,Chinese,2021,136
South West,80,Female,Asian,Indian,2021,211
South West,80,Female,Asian,Pakistani,2021,53
South West,80,Female,Asian,Other Asian,2021,124
South West,80,Female,Black,African,2021,43
South West,80,Female,Black,Caribbean,2021,270
South West,80,Female,Black,Other Black,2021,39
South West,80,Female,Mixed,White and Asian,2021,72
South West,80,Female,Mixed,White and Black African,2021,18
South West,80,Female,Mixed,White and Black Caribbean,2021,59
South West,80,Female,Mixed,Other Mixed or Multiple ethnic groups,2021,66
South West,80,Female,White,"English, Welsh, Scottish, Northern Irish or British",2021,92569
South West,80,Female,White,Irish,2021,909
South West,80,Female,White,Gypsy or Irish Traveller,2021,33
South West,80,Female,White,Roma,2021,10
South West,80,Female,White,Other White,2021,1265
South West,80,Female,Other,Arab,2021,12
South West,80,Female,Other,Any other ethnic group,2021,146
South West,80,Male,Asian,Bangladeshi,2021,31
South West,80,Male,Asian,Chinese,2021,91
South West,80,Male,Asian,Indian,2021,213
South West,80,Male,Asian,Pakistani,2021,78
South West,80,Male,Asian,Other Asian,2021,82
South West,80,Male,Black,African,2021,32
South West,80,Male,Black,Caribbean,2021,236
South West,80,Male,Black,Other Black,2021,14
South West,80,Male,Mixed,White and Asian,2021,74
South West,80,Male,Mixed,White and Black African,2021,16
South West,80,Male,Mixed,White and Black Caribbean,2021,38
South West,80,Male,Mixed,Other Mixed or Multiple ethnic groups,2021,44
South West,80,Male,White,"English, Welsh, Scottish, Northern Irish or British",2021,75636
South West,80,Male,White,Irish,2021,688
South West,80,Male,White,Gypsy or Irish Traveller,2021,28
South West,80,Male,White,Roma,2021,10
South West,80,Male,White,Other White,2021,775
South West,80,Male,Other,Arab,2021,31
South West,80,Male,Other,Any other ethnic group,2021,136
South West,85,Female,Asian,Bangladeshi,2021,8
South West,85,Female,Asian,Chinese,2021,101
South West,85,Female,Asian,Indian,2021,153
South West,85,Female,Asian,Pakistani,2021,40
South West,85,Female,Asian,Other Asian,2021,83
South West,85,Female,Black,African,2021,42
South West,85,Female,Black,Caribbean,2021,275
South West,85,Female,Black,Other Black,2021,21
South West,85,Female,Mixed,White and Asian,2021,81
South West,85,Female,Mixed,White and Black African,2021,13
South West,85,Female,Mixed,White and Black Caribbean,2021,93
South West,85,Female,Mixed,Other Mixed or Multiple ethnic groups,2021,67
South West,85,Female,White,"English, Welsh, Scottish, Northern Irish or British",2021,105929
South West,85,Female,White,Irish,2021,970
South West,85,Female,White,Gypsy or Irish Traveller,2021,31
South West,85,Female,White,Roma,2021,20
South West,85,Female,White,Other White,2021,1458
South West,85,Female,Other,Arab,2021,5
South West,85,Female,Other,Any other ethnic group,2021,158
South West,85,Male,Asian,Bangladeshi,2021,19
South West,85,Male,Asian,Chinese,2021,68
South West,85,Male,Asian,Indian,2021,137
South West,85,Male,Asian,Pakistani,2021,37
South West,85,Male,Asian,Other Asian,2021,42
South West,85,Male,Black,African,2021,17
South West,85,Male,Black,Caribbean,2021,227
South West,85,Male,Black,Other Black,2021,12
South West,85,Male,Mixed,White and Asian,2021,47
South West,85,Male,Mixed,White and Black African,2021,5
South West,85,Male,Mixed,White and Black Caribbean,2021,41
South West,85,Male,Mixed,Other Mixed or Multiple ethnic groups,2021,31
South West,85,Male,White,"English, Welsh, Scottish, Northern Irish or British",2021,64878
South West,85,Male,White,Irish,2021,467
South West,85,Male,White,Gypsy or Irish Traveller,2021,18
South West,85,Male,White,Roma,2021,8
South West,85,Male,White,Other White,2021,591
South West,85,Male,Other,Arab,2021,14
South West,85,Male,Other,Any other ethnic group,2021,119
Wales,0,Female,Asian,Bangladeshi,2021,596
Wales,0,Female,Asian,Chinese,2021,224
Wales,0,Female,Asian,Indian,2021,557
Wales,0,Female,Asian,Pakistani,2021,717
Wales,0,Female,Asian,Other Asian,2021,512
Wales,0,Female,Black,African,2021,761
Wales,0,Female,Black,Caribbean,2021,29
Wales,0,Female,Black,Other Black,2021,212
Wales,0,Female,Mixed,White and Asian,2021,944
Wales,0,Female,Mixed,White and Black African,2021,636
Wales,0,Female,Mixed,White and Black Caribbean,2021,749
Wales,0,Female,Mixed,Other Mixed or Multiple ethnic groups,2021,777
Wales,0,Female,White,"English, Welsh, Scottish, Northern Irish or British",2021,65985
Wales,0,Female,White,Irish,2021,55
Wales,0,Female,White,Gypsy or Irish Traveller,2021,228
Wales,0,Female,White,Roma,2021,52
Wales,0,Female,White,Other White,2021,1684
Wales,0,Female,Other,Arab,2021,534
Wales,0,Female,Other,Any other ethnic group,2021,449
Wales,0,Male,Asian,Bangladeshi,2021,616
Wales,0,Male,Asian,Chinese,2021,255
Wales,0,Male,Asian,Indian,2021,604
Wales,0,Male,Asian,Pakistani,2021,691
Wales,0,Male,Asian,Other Asian,2021,500
Wales,0,Male,Black,African,2021,805
Wales,0,Male,Black,Caribbean,2021,37
Wales,0,Male,Black,Other Black,2021,223
Wales,0,Male,Mixed,White and Asian,2021,949
Wales,0,Male,Mixed,White and Black African,2021,660
Wales,0,Male,Mixed,White and Black Caribbean,2021,681
Wales,0,Male,Mixed,Other Mixed or Multiple ethnic groups,2021,816
Wales,0,Male,White,"English, Welsh, Scottish, Northern Irish or British",2021,69390
Wales,0,Male,White,Irish,2021,63
Wales,0,Male,White,Gypsy or Irish Traveller,2021,225
Wales,0,Male,White,Roma,2021,49
Wales,0,Male,White,Other White,2021,1709
Wales,0,Male,Other,Arab,2021,589
Wales,0,Male,Other,Any other ethnic group,2021,523
Wales,5,Female,Asian,Bangladeshi,2021,679
Wales,5,Female,Asian,Chinese,2021,497
Wales,5,Female,Asian,Indian,2021,705
